!SIL    1.0	sil
<SPN>   1.0	spn
<UNK>   1.0	unk
ఊయలుఉపుతున్నది	1.0	ఊ య లు ఉ పు తు న్న ది 
ఊయ్యాలో	1.0	ఊ య్యా లో 
ఊరట	1.0	ఊ ర ట 
ఊరికి	1.0	ఊ రి కి 
ఊరికే	1.0	ఊ రి కే 
ఊరిని	1.0	ఊ రి ని 
ఊరిలో	1.0	ఊ రి లో 
ఊరిలోకి	1.0	ఊ రి లో కి 
ఊరిస్తున్నప్పటికీ	1.0	ఊ రిస్ తు న్న ప్ప టి కీ 
ఊరు	1.0	ఊ రు 
ఊరుకుంటామా	1.0	ఊ రు కుం టా మా 
ఊరుకుంటు	1.0	ఊ రు కుం టు 
ఊరుకుంటున్నారా	1.0	ఊ రు కుం టు న్నా రా 
ఊరుకునేది	1.0	ఊ రు కు నే ది 
ఊరుకోమని	1.0	ఊ రు కో మ ని 
ఊరును	1.0	ఊ రు ను 
ఊరూరా	1.0	ఊ రూ రా 
ఊరేగించగా	1.0	ఊ రే గిం చ గా 
ఊరేగింపు	1.0	ఊ రే గిం పు 
ఊరేగింపులో	1.0	ఊ రే గిం పు లో 
ఊరేగుతున్న	1.0	ఊ రే గు తు న్న 
ఊరేళ్లడంతో	1.0	ఊ రేళ్ ల డం తో 
ఊర్లను	1.0	ఊర్ ల ను 
ఊర్లు	1.0	ఊర్ లు 
ఊర్లో	1.0	ఊర్ లో 
ఊర్వశి	1.0	ఊర్ వ శి 
ఊసెండి	1.0	ఊ సెం డి 
ఊసే	1.0	ఊ సే 
ఊహకే	1.0	ఊ హ కే 
ఊహా	1.0	ఊ హా 
ఊహాగనాలు	1.0	ఊ హా గ నా లు 
ఊహాగానాలకు	1.0	ఊ హా గా నా ల కు 
ఊహాగానాలను	1.0	ఊ హా గా నా ల ను 
ఊహాగానాలు	1.0	ఊ హా గా నా లు 
ఊహాగానాలే	1.0	ఊ హా గా నా లే 
ఊహాచిత్రాన్ని	1.0	ఊ హా చిత్ రా న్ని 
ఊహాత్మక	1.0	ఊ హాత్ మ క 
ఊహించడం	1.0	ఊ హిం చ డం 
ఊహించని	1.0	ఊ హిం చ ని 
ఊహించలేకపోయారని	1.0	ఊ హిం చ లే క పో యా ర ని 
ఊహించవచ్చు	1.0	ఊ హిం చ వ చ్చు 
ఊహించానని	1.0	ఊ హిం చా న ని 
ఊహించి	1.0	ఊ హిం చి 
ఊహించింది	1.0	ఊ హిం చిం ది 
ఊహించినదాని	1.0	ఊ హిం చి న దా ని 
ఊహించుకోలేమని	1.0	ఊ హిం చు కో లే మ ని 
ఊహించుకోవచ్చు	1.0	ఊ హిం చు కో వ చ్చు 
ఊహించే	1.0	ఊ హిం చే 
ఊళ్లో	1.0	ఊళ్ లో 
ఋతు	1.0	ఋ తు 
ఋతుపవనాలు	1.0	ఋ తు ప వ నా లు 
ఎ	1.0	ఎ 
ఎం	1.0	ఎం 
ఎక	1.0	ఎ క 
ఎకరం	1.0	ఎ క రం 
ఎకరము	1.0	ఎ క ర ము 
ఎకరంలో	1.0	ఎ క రం లో 
ఎకరా	1.0	ఎ క రా 
ఎకరాకు	1.0	ఎ క రా కు 
ఎకరానికి	1.0	ఎ క రా ని కి 
ఎకరాల	1.0	ఎ క రా ల 
ఎకరాలకు	1.0	ఎ క రా ల కు 
ఎకరాలను	1.0	ఎ క రా ల ను 
ఎకరాలు	1.0	ఎ క రా లు 
ఎకరాల్లో	1.0	ఎ క రా ల్లో 
ఎకె	1.0	ఎ కె 
ఎక్కడ	1.0	ఎ క్క డ 
ఎక్కడపడితే	1.0	ఎ క్క డ ప డి తే 
ఎక్కడా	1.0	ఎ క్క డా 
ఎక్కడి	1.0	ఎ క్క డి 
ఎక్కడికక్కడ	1.0	ఎ క్క డి క క్క డ 
ఎక్కడికక్కడే	1.0	ఎ క్క డి క క్క డే 
ఎక్కడికంటే	1.0	ఎ క్క డి కం టే 
ఎక్కడికెళ్లిపోయిందో	1.0	ఎ క్క డి కెళ్ లి పో యిం దో 
ఎక్కడిదంటూ	1.0	ఎ క్క డి దం టూ 
ఎక్కడుందంటే	1.0	ఎ క్క డుం దం టే 
ఎక్కడుందో	1.0	ఎ క్క డుం దో 
ఎక్కడున్నా	1.0	ఎ క్క డు న్నా 
ఎక్కడున్నారని	1.0	ఎ క్క డు న్నా ర ని 
ఎక్కడున్నారో	1.0	ఎ క్క డు న్నా రో 
ఎక్కడెకక్కడ	1.0	ఎ క్క డె క క్క డ 
ఎక్కడెక్కడ	1.0	ఎ క్క డె క్క డ 
ఎక్కడేక్కడో	1.0	ఎ క్క డే క్క డో 
ఎక్కడైకైనా	1.0	ఎ క్క డై కై నా 
ఎక్కడైతే	1.0	ఎ క్క డై తే 
ఎక్కడైనా	1.0	ఎ క్క డై నా 
ఎక్కడో	1.0	ఎ క్క డో 
ఎక్కడ్నించో	1.0	ఎ క్కడ్ నిం చో 
ఎక్కారు	1.0	ఎ క్కా రు 
ఎక్కి	1.0	ఎ క్కి 
ఎక్కించాలని	1.0	ఎ క్కిం చా ల ని 
ఎక్కించుకోనని	1.0	ఎ క్కిం చు కో న ని 
ఎక్కించుకోవడానికి	1.0	ఎ క్కిం చు కో వ డా ని కి 
ఎక్కింది	1.0	ఎ క్కిం ది 
ఎక్కిన	1.0	ఎ క్కి న 
ఎక్కుతారని	1.0	ఎ క్కు తా ర ని 
ఎక్కుపట్టి	1.0	ఎ క్కు ప ట్టి 
ఎక్కుపెట్టారు	1.0	ఎ క్కు పె ట్టా రు 
ఎక్కుపెట్టే	1.0	ఎ క్కు పె ట్టే 
ఎక్కుపెట్టేలా	1.0	ఎ క్కు పె ట్టే లా 
ఎక్కుపెడుతున్నారు	1.0	ఎ క్కు పె డు తు న్నా రు 
ఎక్కువ	1.0	ఎ క్కు వ 
ఎక్కువగా	1.0	ఎ క్కు వ గా 
ఎక్కువగానే	1.0	ఎ క్కు వ గా నే 
ఎక్కువమంది	1.0	ఎ క్కు వ మం ది 
ఎక్కువమందిని	1.0	ఎ క్కు వ మం ది ని 
ఎక్కువయ్యాయని	1.0	ఎ క్కు వ య్యా య ని 
ఎక్కువయ్యాయి	1.0	ఎ క్కు వ య్యా యి 
ఎక్కువే	1.0	ఎ క్కు వే 
ఎక్కువైంది	1.0	ఎ క్కు వైం ది 
ఎక్కేందుకు	1.0	ఎ క్కేం దు కు 
ఎక్కేవారిని	1.0	ఎ క్కే వా రి ని 
ఎక్కేసారు	1.0	ఎ క్కే సా రు 
ఎక్సైజ్	1.0	ఎక్ సైజ్ 
ఎక్స్క్లూజివ్	1.0	ఎక్స్క్ లూ జివ్ 
ఎగబడినప్పటికీ	1.0	ఎ గ బ డి న ప్ప టి కీ 
ఎగబడుతున్నారు	1.0	ఎ గ బ డు తు న్నా రు 
ఎగరవేయడం	1.0	ఎ గ ర వే య డం 
ఎగసిపడడంతో	1.0	ఎ గ సి ప డ డం తో 
ఎగిరి	1.0	ఎ గి రి 
ఎగిరింది	1.0	ఎ గి రిం ది 
ఎగిరే	1.0	ఎ గి రే 
ఎగిరేసుకుపోతరు	1.0	ఎ గి రే సు కు పో త రు 
ఎంగిలి	1.0	ఎం గి లి 
ఎగిసింది	1.0	ఎ గి సిం ది 
ఎగిసిపడ్డాయి	1.0	ఎ గి సి ప డ్డా యి 
ఎగుమతవుతోంది	1.0	ఎ గు మ త వు తోం ది 
ఎగుమతుల	1.0	ఎ గు మ తు ల 
ఎగుమతులు	1.0	ఎ గు మ తు లు 
ఎగుమతుల్లో	1.0	ఎ గు మ తు ల్లో 
ఎగుర	1.0	ఎ గు ర 
ఎగురవేయడంతో	1.0	ఎ గు ర వే య డం తో 
ఎగురవేసి	1.0	ఎ గు ర వే సి 
ఎగురవేసినందుకు	1.0	ఎ గు ర వే సి నం దు కు 
ఎగురవేస్తున్న	1.0	ఎ గు ర వేస్ తు న్న 
ఎగురవేస్తూ	1.0	ఎ గు ర వేస్ తూ 
ఎగువ	1.0	ఎ గు వ 
ఎగువున	1.0	ఎ గు వు న 
ఎగ్గొట్టడానికి	1.0	ఎ గ్గొ ట్ట డా ని కి 
ఎంచుకుంటారా	1.0	ఎం చు కుం టా రా 
ఎంచుకుంటుందని	1.0	ఎం చు కుం టుం ద ని 
ఎంచుకుంటున్నారు	1.0	ఎం చు కుం టు న్నా రు 
ఎంచుకుందని	1.0	ఎం చు కుం ద ని 
ఎంచుకుంది	1.0	ఎం చు కుం ది 
ఎంచుకునే	1.0	ఎం చు కు నే 
ఎంచుకున్న	1.0	ఎం చు కు న్న 
ఎంచుకున్నట్లుగా	1.0	ఎం చు కు న్నట్ లు గా 
ఎంచుకున్నాడు	1.0	ఎం చు కు న్నా డు 
ఎంచుకున్నారు	1.0	ఎం చు కు న్నా రు 
ఎంచుకొని	1.0	ఎం చు కొ ని 
ఎంచుకోవాలి	1.0	ఎం చు కో వా లి 
ఎజెండా	1.0	ఎ జెం డా 
ఎజోర్	1.0	ఎ జోర్ 
ఎటపాక	1.0	ఎ ట పా క 
ఎటాచ్	1.0	ఎ టాచ్ 
ఎటిఎం	1.0	ఎ టి ఎం 
ఎటిఎంల	1.0	ఎ టి ఎం ల 
ఎటు	1.0	ఎ టు 
ఎటువంటి	1.0	ఎ టు వం టి 
ఎటూ	1.0	ఎ టూ 
ఎటో	1.0	ఎ టో 
ఎట్టకేలకు	1.0	ఎ ట్ట కే ల కు 
ఎట్టి	1.0	ఎ ట్టి 
ఎట్లాంటి	1.0	ఎట్ లాం టి 
ఎడ	1.0	ఎ డ 
ఎండ	1.0	ఎం డ 
ఎండగట్టడంలో	1.0	ఎం డ గ ట్ట డం లో 
ఎండగట్టాలని	1.0	ఎం డ గ ట్టా ల ని 
ఎండగట్టే	1.0	ఎం డ గ ట్టే 
ఎండగాడూ	1.0	ఎం డ గా డూ 
ఎడతెరపి	1.0	ఎ డ తె ర పి 
ఎడతెరపిలేని	1.0	ఎ డ తె ర పి లే ని 
ఎడతెరిపి	1.0	ఎ డ తె రి పి 
ఎడమకాలి	1.0	ఎ డ మ కా లి 
ఎండలకు	1.0	ఎం డ ల కు 
ఎండలు	1.0	ఎం డ లు 
ఎండల్లో	1.0	ఎం డ ల్లో 
ఎండవేడిమికి	1.0	ఎం డ వే డి మి కి 
ఎండాకాలంలో	1.0	ఎం డా కా లం లో 
ఎడారి	1.0	ఎ డా రి 
ఎడారిగా	1.0	ఎ డా రి గా 
ఎండి	1.0	ఎం డి 
ఎండిపోతున్న	1.0	ఎం డి పో తు న్న 
ఎండిపోతున్నాయి	1.0	ఎం డి పో తు న్నా యి 
ఎండిపోయాయని	1.0	ఎం డి పో యా య ని 
ఎండిపోయి	1.0	ఎం డి పో యి 
ఎండిపోవడం	1.0	ఎం డి పో వ డం 
ఎండిపోవడంతో	1.0	ఎం డి పో వ డం తో 
ఎండీ	1.0	ఎం డీ 
ఎండుకొబ్బరి	1.0	ఎం డు కొ బ్బ రి 
ఎండుగడ్డి	1.0	ఎం డు గ డ్డి 
ఎండుగడ్డికి	1.0	ఎం డు గ డ్డి కి 
ఎడ్ల	1.0	ఎడ్ ల 
ఎడ్లు	1.0	ఎడ్ లు 
ఎంత	1.0	ఎం త 
ఎంతకివారైనా	1.0	ఎం త కి వా రై నా 
ఎంతకీ	1.0	ఎం త కీ 
ఎంతగా	1.0	ఎం త గా 
ఎంతగానే	1.0	ఎం త గా నే 
ఎంతగానో	1.0	ఎం త గా నో 
ఎంతచల్లగానో	1.0	ఎం త చ ల్ల గా నో 
ఎంతటి	1.0	ఎం త టి 
ఎంతటికైనా	1.0	ఎం త టి కై నా 
ఎంతటివారినైనా	1.0	ఎం త టి వా రి నై నా 
ఎంతటివారైనా	1.0	ఎం త టి వా రై నా 
ఎంతమంది	1.0	ఎం త మం ది 
ఎంతమందికి	1.0	ఎం త మం ది కి 
ఎంతమాత్రం	1.0	ఎం త మాత్ రం 
ఎంతవరకు	1.0	ఎం త వ ర కు 
ఎంతవరకైనా	1.0	ఎం త వ ర కై నా 
ఎంతసేపు	1.0	ఎం త సే పు 
ఎంతుందో	1.0	ఎం తుం దో 
ఎంతైనా	1.0	ఎం తై నా 
ఎతో	1.0	ఎ తో 
ఎంతో	1.0	ఎం తో 
ఎంతోకాలంగా	1.0	ఎం తో కా లం గా 
ఎంతోకొంతమేర	1.0	ఎం తో కొం త మే ర 
ఎత్తడం	1.0	ఎ త్త డం 
ఎత్తాలని	1.0	ఎ త్తా ల ని 
ఎత్తి	1.0	ఎ త్తి 
ఎత్తిచూపడాన్ని	1.0	ఎ త్తి చూ ప డా న్ని 
ఎత్తిపోతల	1.0	ఎ త్తి పో త ల 
ఎత్తివే	1.0	ఎ త్తి వే 
ఎత్తివేయలేదని	1.0	ఎ త్తి వే య లే ద ని 
ఎత్తివేయాలని	1.0	ఎ త్తి వే యా ల ని 
ఎత్తివేశారు	1.0	ఎ త్తి వే శా రు 
ఎత్తివేసి	1.0	ఎ త్తి వే సి 
ఎత్తు	1.0	ఎ త్తు 
ఎత్తుకెళ్లిపోయారు	1.0	ఎ త్తు కెళ్ లి పో యా రు 
ఎత్తుకెళ్ళి	1.0	ఎ త్తు కె ళ్ళి 
ఎత్తుకోక	1.0	ఎ త్తు కో క 
ఎత్తుగడ	1.0	ఎ త్తు గ డ 
ఎత్తుగడగానే	1.0	ఎ త్తు గ డ గా నే 
ఎత్తుగడనే	1.0	ఎ త్తు గ డ నే 
ఎత్తుగడలు	1.0	ఎ త్తు గ డ లు 
ఎత్తుగడలో	1.0	ఎ త్తు గ డ లో 
ఎత్తుగానేఖజానా	1.0	ఎ త్తు గా నే ఖ జా నా 
ఎత్తున	1.0	ఎ త్తు న 
ఎత్తుపల్లాలు	1.0	ఎ త్తు ప ల్లా లు 
ఎత్తులో	1.0	ఎ త్తు లో 
ఎత్తేయడంతో	1.0	ఎ త్తే య డం తో 
ఎత్తేయాలని	1.0	ఎ త్తే యా ల ని 
ఎత్తేసింది	1.0	ఎ త్తే సిం ది 
ఎదగడం	1.0	ఎ ద గ డం 
ఎదగాడనికి	1.0	ఎ ద గా డ ని కి 
